index,country,iso3Code,year,Armed forces (% labor force),government  consumption exp (% of GDP),Population density,"Population, total","Unemployment, total (% of total labor force) (modeled ILO estimate)",immigration_100k
578,Germany,DEU,2019,0.418354589,19.90302358,237.8229543,83092962,3.163,1.8292764674822883
579,Germany,DEU,2020,0.421924351,21.73132113,238.0173188,83160871,3.881,0.9379411141569213
580,Germany,DEU,2021,0.421924351,21.67421922,238.1180858,83196078,3.594,1.7308508220784156
581,Germany,DEU,2022,0.421924351,21.52132731,239.861418,83797985,3.12,1.0740115051692474
582,Germany,DEU,2023,0.421924351,21.22872741,239.861418,83280000,3.068,1.392891450528338
583,Ghana,GHA,2015,0.127042953,7.680490857,126.1143887,28696068,6.806,1.3067992451091208
584,Ghana,GHA,2016,0.125264875,7.886931128,129.0179397,29356742,5.232,1.6350588222630427
585,Ghana,GHA,2017,0.127526164,6.957052131,131.8816648,30008354,3.369,2.2826976781198995
586,Ghana,GHA,2018,0.121968368,7.104780398,134.6470291,30637585,3.253,2.9212485252998888
587,Ghana,GHA,2019,0.124396812,7.04320381,137.3820281,31258945,3.16,3.2630659799938866
588,Ghana,GHA,2020,0.123915296,7.833410156,140.1477124,31887809,3.313,1.7247970846789757
589,Ghana,GHA,2021,0.123915296,8.005653088,142.9184558,32518665,3.384,3.244290625091774
590,Ghana,GHA,2022,0.123915296,6.652534328,145.6894253,33149152,3.084,3.7557521833439362
591,Ghana,GHA,2023,0.123915296,5.866963029,145.6894253,33787914,3.063,4.868604792
592,Greece,GRC,2015,3.101580508,20.76798375,83.94788984,10820883,24.981,4.435867202334597
593,Greece,GRC,2016,3.082158448,20.61806031,83.5994647,10775971,23.514,3.9439601312958246
594,Greece,GRC,2017,3.109035581,20.43841265,83.43428239,10754679,21.413,3.7658027729140033
595,Greece,GRC,2018,3.166706933,19.65971045,83.26518231,10732882,19.179,3.8200364077421143
596,Greece,GRC,2019,3.14573416,19.97912045,83.17751746,10721582,17.045,3.8706974399860017
597,Greece,GRC,2020,3.198197522,22.72749406,82.99921645,10698599,15.899,2.2432843777021647
598,Greece,GRC,2021,3.198197522,21.49743856,81.99539953,10569207,14.656,3.9738080633674793
599,Greece,GRC,2022,3.198197522,19.98568756,80.96882855,10436882,12.426,2.4911654649348343
600,Greece,GRC,2023,3.198197522,19.28684397,80.96882855,10405588,11.066,2.931117395768504
601,Grenada,GRD,2015,0,0,337.2823529,114676,0,100.2825351424884
602,Grenada,GRD,2016,0,0,338.6176471,115130,0,95.54416746286806
603,Grenada,GRD,2017,0,0,339.5235294,115438,0,103.95190491865763
604,Grenada,GRD,2018,0,0,340.2676471,115691,0,95.08086195123215
605,Grenada,GRD,2019,0,0,341.1205882,115981,0,56.04366232400134
606,Grenada,GRD,2020,0,0,342.1794118,116341,0,25.78626623460345
607,Grenada,GRD,2021,0,0,343.2,116688,0,89.98354587
608,Grenada,GRD,2022,0,0,343.8617647,116913,0,89.81037181493932
609,Grenada,GRD,2023,0,0,343.8617647,117081,0,42.705477404531905
610,Guatemala,GTM,2015,0.699524551,11.08810853,149.045754,15971743,2.506,1.5026537804922104
611,Guatemala,GTM,2016,0.680093497,10.44035279,151.8174692,16268760,2.583,1.1678824938102228
612,Guatemala,GTM,2017,0.658938695,10.57282301,154.6039287,16567357,2.462,1.478811617326771
613,Guatemala,GTM,2018,0.648474533,11.12025855,157.2012411,16845685,2.283,1.3356536109988997
614,Guatemala,GTM,2019,0.647217919,11.10700482,159.6099571,17103803,2.193,1.2277971162319865
615,Guatemala,GTM,2020,0.657716018,11.47197049,161.9757839,17357325,2.955,0.7489633339238622
616,Guatemala,GTM,2021,0.657716018,11.22933787,164.2277902,17598650,2.174,1.6762649407767074
617,Guatemala,GTM,2022,0.657716018,11.47554247,166.5535368,17847877,3.051,1.7369012572195563
618,Guatemala,GTM,2023,0.657716018,11.23045777,166.5535368,18124838,2.344,1.489668486967994
619,Guinea,GIN,2015,0.331141963,19.50189558,47.88812469,11767070,5.224,2.124573067042178
620,Guinea,GIN,2016,0.325507911,16.88354502,49.13328178,12073030,5.013,3.437413805813454
621,Guinea,GIN,2017,0.33841388,15.27602158,50.40557952,12385659,4.826,3.027695175525178
622,Guinea,GIN,2018,0.325295712,15.48190477,51.70427316,12704774,4.787,2.7548699410158735
623,Guinea,GIN,2019,0.327486606,15.40232525,53.04552336,13034346,5.018,2.416692023
624,Guinea,GIN,2020,0.320840939,17.41322372,54.41633974,13371183,6.018,1.4583601166777838
625,Guinea,GIN,2021,0.320840939,17.48203055,55.79730181,13710513,5.827,2.9174692442215693
626,Guinea,GIN,2022,0.320840939,17.12082103,57.19980873,14055137,5.267,3.7708632793831893
627,Guinea,GIN,2023,0.320840939,13.61812841,57.19980873,14405468,5.244,3.644449454887547
628,Guinea-Bissau,GNB,2015,0.682182616,15.19235935,63.52976529,1786457,3.157,0
629,Guinea-Bissau,GNB,2016,0.66318334,15.22583548,65.14555477,1831893,3.123,0
630,Guinea-Bissau,GNB,2017,0.57964378,15.59457936,66.75220484,1877072,3.066,0
631,Guinea-Bissau,GNB,2018,0.627103262,16.54218702,68.35590327,1922168,3.127,0
632,Guinea-Bissau,GNB,2019,0.548245614,18.7929536,69.97496444,1967696,2.413,0
633,Guinea-Bissau,GNB,2020,0.537450202,20.15111144,71.59512802,2013255,2.89,0
634,Guinea-Bissau,GNB,2021,0.537450202,19.76717604,73.21625178,2058841,3.031,0
635,Guinea-Bissau,GNB,2022,0.537450202,19.90644732,74.87656472,2105529,2.666,0
636,Guinea-Bissau,GNB,2023,0.537450202,16.41324592,74.87656472,2153339,2.65,0
637,Guyana,GUY,2015,1.166941241,0,3.854615189,758781,13.004,71.82573101
638,Guyana,GUY,2016,1.160607612,0,3.878831598,763548,13.257,66.79344324128935
639,Guyana,GUY,2017,1.018776042,0,3.903881128,768479,13.462,55.95468451317472
640,Guyana,GUY,2018,1.109852553,0,4.021112522,791556,13.627,53.69171606304544
641,Guyana,GUY,2019,1.023604316,0,4.102946406,807665,13.172,50.76362106
642,Guyana,GUY,2020,1.039403798,0,4.102011684,807481,15.334,27.245223107416766
643,Guyana,GUY,2021,1.039403798,0,4.142656845,815482,14.557,60.70029749277114
644,Guyana,GUY,2022,1.039403798,0,4.173924308,821637,12.013,53.55162924746573
645,Guyana,GUY,2023,1.039403798,0,4.173924308,826353,12.025,56.27135134742659
646,Haiti,HTI,2015,0.002634381,8.257802912,381.8302612,10523242,13.724,25.800033867889763
647,Haiti,HTI,2016,0.004304473,8.209290174,387.208164,10671457,13.852,27.456419493608045
648,Haiti,HTI,2017,0,7.897687461,392.5164731,10817754,13.881,21.769768475045744
649,Haiti,HTI,2018,0.01036045,8.263430719,397.7634978,10962362,13.878,19.24767673244142
650,Haiti,HTI,2019,0.020390424,7.191351147,402.9449565,11105163,14.057,13.147038003854602
651,Haiti,HTI,2020,0.020232246,7.312055571,407.9770682,11243848,15.546,8.760346102152928
652,Haiti,HTI,2021,0.020232246,7.472955798,412.7208273,11374586,15.28,25.187729909466594
653,Haiti,HTI,2022,0.020232246,6.904137934,417.4022496,11503606,14.635,38.24887605
654,Haiti,HTI,2023,0.020232246,6.216791901,417.4022496,11637398,14.556,25.950818215549557
655,Honduras,HND,2015,0.485279173,14.30524677,82.55702029,9237305,6.147,4.600909031367915
656,Honduras,HND,2016,0.579550596,14.11393609,84.1217267,9412380,6.727,3.8247499569715626
657,Honduras,HND,2017,0.562078655,13.49841646,85.69252838,9588137,5.528,3.963230813
658,Honduras,HND,2018,0.526645751,13.46225149,87.27509161,9765210,5.648,3.9937697192379886
659,Honduras,HND,2019,0.53161503,13.87903455,88.86972026,9943633,5.698,3.2684231206039085
660,Honduras,HND,2020,0.555892985,15.66110691,90.44275628,10119640,10.982,2.0257637623472773
661,Honduras,HND,2021,0.555892985,15.67403086,91.96422379,10289877,8.506,4.130272888587492
662,Honduras,HND,2022,0.555892985,14.27609386,93.51927786,10463872,8.774,3.535975975241288
663,Honduras,HND,2023,0.555892985,14.42113592,93.51927786,10644851,6.07,4.133453817249297
664,"Hong Kong SAR, China",HKG,2015,0,9.642869056,6944.095238,7291300,3.314,12.20632808964108
665,"Hong Kong SAR, China",HKG,2016,0,9.956363893,6987.238095,7336600,3.392,18.67349998636971
666,"Hong Kong SAR, China",HKG,2017,0,9.830272171,7041.142857,7393200,3.124,18.395282151165937
667,"Hong Kong SAR, China",HKG,2018,0,9.925129495,7097.714286,7452600,2.805,20.462657327644045
668,"Hong Kong SAR, China",HKG,2019,0,10.8764361,7150.380952,7507900,2.917,20.578324165212642
669,"Hong Kong SAR, China",HKG,2020,0,12.74582899,7124.761905,7481000,5.808,14.102392728244887
670,"Hong Kong SAR, China",HKG,2021,0,12.67762981,7060.095238,7413100,5.174,30.95870823272315
671,"Hong Kong SAR, China",HKG,2022,0,14.33694283,7060.095238,7346100,4.318,50.29879800166074
672,"Hong Kong SAR, China",HKG,2023,0,13.26253915,7060.095238,7536100,2.949,99.98540359071669
673,Hungary,HUN,2015,0.81388208,19.7138882,107.8569801,9843028,6.813,7.721201240106195
674,Hungary,HUN,2016,0.828181303,19.96110606,107.5391519,9814023,5.115,5.196645656933961
675,Hungary,HUN,2017,0.827083169,20.19282003,107.253627,9787966,4.156,7.100555927554304
676,Hungary,HUN,2018,0.81669522,19.69256484,107.1177296,9775564,3.708,7.6721915993798415
677,Hungary,HUN,2019,0.818856295,20.0857248,107.0692636,9771141,3.419,8.238546552546934
678,Hungary,HUN,2020,0.943913869,21.35886541,106.8392395,9750149,4.25,6.205033379489892
679,Hungary,HUN,2021,0.943913869,20.89843457,106.3981043,9709891,4.045,7.672588703621905
680,Hungary,HUN,2022,0.943913869,20.63735659,105.6802213,9644377,3.609,4.4585565246982775
681,Hungary,HUN,2023,0.943913869,20.03210207,105.6802213,9592186,4.107,3.805180591785856
682,Iceland,ISL,2015,0.12368951,23.42735463,3.299900249,330815,3.979,7.557093843991354
683,Iceland,ISL,2016,0.120346212,23.00974929,3.346024938,335439,2.978,0
684,Iceland,ISL,2017,0,23.67726419,3.425436409,343400,2.742,2.9120559114735003
685,Iceland,ISL,2018,0,24.14720819,3.498175146,352721,2.704,5.670203928884303
686,Iceland,ISL,2019,0,24.58737631,3.575949618,360563,3.507,9.707041487895319
687,Iceland,ISL,2020,0,28.07058644,3.634463949,366463,5.478,0
688,Iceland,ISL,2021,0,27.33862963,3.694535357,372520,6.029,0
689,Iceland,ISL,2022,0,25.55516493,3.788584747,382003,3.789,0
690,Iceland,ISL,2023,0,25.41961404,3.788584747,393349,3.518,1.2711358106922859
691,India,IND,2015,0.558906723,10.42829071,446.6665427,1328024498,7.631,2.9619182522038083
692,India,IND,2016,0.585901895,10.30854807,452.0209929,1343944296,7.601,2.954363519245146
693,India,IND,2017,0.586480116,10.76719895,457.3059239,1359657400,7.618,3.793970451674076
694,India,IND,2018,0.577198714,10.82321853,462.3515699,1374659064,7.652,5.091080532823664
695,India,IND,2019,0.573032426,11.00267551,467.1851822,1389030312,6.51,6.162212534927027
696,India,IND,2020,0.576119558,11.61245241,471.7551502,1402617695,7.859,3.0571409552907434
697,India,IND,2021,0.576119558,10.47637824,475.6520424,1414203896,6.38,9.047139550519242
698,India,IND,2022,0.576119558,10.70013506,479.4255369,1425423212,4.822,8.295781843
699,India,IND,2023,0.576119558,10.39072697,479.4255369,1438069596,4.172,9.719974637444459
700,Indonesia,IDN,2015,0.530630973,9.74941377,139.4389346,261799249,4.514,0.1451493850541947
701,Indonesia,IDN,2016,0.525675616,9.52781009,140.9452677,264627418,4.301,0.16816095753161905
702,Indonesia,IDN,2017,0.516264067,9.120571152,142.3935832,267346658,3.783,0.18702309718044052
703,Indonesia,IDN,2018,0.502107685,9.021231804,143.7811527,269951846,4.387,0.16484421447519942
704,Indonesia,IDN,2019,0.491902581,8.808471291,145.1326889,272489381,3.59,0.18716325683164878
705,Indonesia,IDN,2020,0.492082315,9.655750531,146.3712836,274814866,4.255,0.10734499348372224
706,Indonesia,IDN,2021,0.492082315,9.246941615,146.2351077,276758053,3.827,0.2167958595950955
707,Indonesia,IDN,2022,0.492082315,7.683280589,147.3301752,278830529,3.462,0.17214757713994797
708,Indonesia,IDN,2023,0.492082315,7.445394045,147.3301752,281190067,3.308,0.2222695867845147
709,"Iran, Islamic Rep.",IRN,2015,2.126393109,15.56882322,50.72531374,82619362,11.166,14.0766035
710,"Iran, Islamic Rep.",IRN,2016,2.041383373,15.78069475,51.45769051,83812228,12.618,7.7136715659199515
711,"Iran, Islamic Rep.",IRN,2017,1.966873999,16.06231264,52.40477904,85026754,12.232,5.568835427964238
712,"Iran, Islamic Rep.",IRN,2018,2.23616142,15.74716889,53.07734854,86117998,12.195,6.392391982916276
713,"Iran, Islamic Rep.",IRN,2019,2.228985383,15.30027571,53.65278767,87051648,10.74,6.955640862766894
714,"Iran, Islamic Rep.",IRN,2020,2.35031155,14.43166798,54.06683698,87723443,9.687,4.348894513864441
715,"Iran, Islamic Rep.",IRN,2021,2.35031155,14.23357659,54.51802034,88455488,9.282,12.786091915518007
716,"Iran, Islamic Rep.",IRN,2022,2.35031155,12.73218238,55.17673097,89524246,9.085,12.41004587740398
717,"Iran, Islamic Rep.",IRN,2023,2.35031155,12.87921169,55.17673097,90608707,9.041,11.797983167335122
718,Iraq,IRQ,2015,2.168325332,18.66609857,86.51949425,37560535,10.842,10.596228195365162
719,Iraq,IRQ,2016,2.1011375,18.38922825,88.61355867,38469627,10.82,6.290677058033341
720,Iraq,IRQ,2017,2.10426587,16.30525167,90.61233784,39337353,13.02,12.049616048136233
721,Iraq,IRQ,2018,3.294905517,15.87948985,92.75058047,40265624,13.49,13.249515268905308
722,Iraq,IRQ,2019,3.266369877,19.31538644,94.88485193,41192171,14.109,10.766609023836107
723,Iraq,IRQ,2020,4.462850706,22.50890882,97.01425616,42116605,15.778,4.630002821927361
724,Iraq,IRQ,2021,4.462850706,17.71730836,99.21316063,43071211,16.173,6.257079699941569
725,Iraq,IRQ,2022,4.462850706,15.65803401,101.5151084,44070551,15.511,7.8964295227441115
726,Iraq,IRQ,2023,4.462850706,15.65803401,101.5151084,45074049,15.447,5.180364426546193
727,Ireland,IRL,2015,0.398149611,12.10309936,68.25311366,4701957,9.908,45.831980173361856
728,Ireland,IRL,2016,0.390707515,12.5240695,69.0279431,4755335,8.374,47.31527852401566
729,Ireland,IRL,2017,0.382441515,11.92312678,69.78353898,4807388,6.713,41.08260036427266
730,Ireland,IRL,2018,0.360631693,11.75349737,70.65344753,4867316,5.741,36.467737044399826
731,Ireland,IRL,2019,0.367788134,11.81450312,71.62636087,4934340,4.95,32.83113851092547
732,Ireland,IRL,2020,0.369857137,12.60673881,72.36728117,4985382,5.623,20.760695970740056
733,Ireland,IRL,2021,0.369857137,11.68537011,73.06087966,5033164,6.364,53.34616555311928
734,Ireland,IRL,2022,0.369857137,11.06084836,74.98475831,5165700,4.501,18.390537584451284
735,Ireland,IRL,2023,0.369857137,12.16909505,74.98475831,5307600,4.288,19.12352098877082
736,Israel,ISR,2015,4.680694204,21.97179897,387.2504621,8380100,5.176,25.83501390198208
737,Israel,ISR,2016,4.584450042,21.98086513,394.9168207,8546000,4.723,28.609875965363912
738,Israel,ISR,2017,4.347376908,22.14042092,402.6478743,8713300,4.14,21.461443999403212
739,Israel,ISR,2018,4.253563168,22.44007838,410.4805915,8882800,3.917,20.26388075831945
740,Israel,ISR,2019,4.208349223,22.19180814,418.3918669,9054000,3.731,14.579191517561298
741,Israel,ISR,2020,4.233162596,23.31821142,425.836414,9215100,4.169,8.301591952339097
742,Israel,ISR,2021,4.233162596,22.12724926,433.0591497,9371400,4.812,11.737840664148367
743,Israel,ISR,2022,4.233162596,20.89307071,433.0591497,9557500,3.695,9.364373528642428
744,Israel,ISR,2023,4.233162596,22.2480354,433.0591497,9756600,3.596,10.04448270914048
745,Italy,ITA,2015,1.400483931,19.01931349,205.3665384,60730582,11.896,1.4572559176198905
746,Italy,ITA,2016,1.384931464,18.92534428,205.0179495,60627498,11.688,1.6494165733179356
747,Italy,ITA,2017,1.337024497,18.74481583,204.7109374,60536709,11.211,1.7510036761331047
748,Italy,ITA,2018,1.313030208,18.81339072,204.3222259,60421760,10.61,1.9529388088000086
749,Italy,ITA,2019,1.327642792,18.5421072,201.9805456,59729081,9.951,2.352287991841026
750,Italy,ITA,2020,1.351841835,20.56805703,200.9991005,59438851,9.164,1.278624985533452
751,Italy,ITA,2021,1.351841835,19.19460405,199.9654163,59133173,9.497,2.9086888335926098
752,Italy,ITA,2022,1.351841835,18.79883222,199.5592689,59013667,8.069,1.8470297736285393
753,Italy,ITA,2023,1.351841835,17.78636048,199.5592689,58993475,7.627,2.0425987789327547
754,Jamaica,JAM,2015,0.245386206,13.81600155,258.7750693,2802534,8.825,122.03241780474384
755,Jamaica,JAM,2016,0.280607932,13.83994662,259.456602,2809915,8.634,126.69422384662883
756,Jamaica,JAM,2017,0.278270549,13.38277859,259.9966759,2815764,7.399,136.0199221241553
757,Jamaica,JAM,2018,0.411454051,13.4379512,260.3967682,2820097,5.47,137.0520234
758,Jamaica,JAM,2019,0.40235323,13.58214167,260.689843,2823271,4.987,140.79413559661825
759,Jamaica,JAM,2020,0.411574575,13.58214167,261.379409,2830739,6.501,71.88935468794544
760,Jamaica,JAM,2021,0.411574575,13.58214167,262.0204986,2837682,5.188,142.54592304564076
761,Jamaica,JAM,2022,0.411574575,13.58214167,262.155494,2839144,4.083,149.5168966420865
762,Jamaica,JAM,2023,0.411574575,13.58214167,262.155494,2839786,4.4,152.82841735257517
763,Japan,JPN,2015,0.394047379,19.61774414,348.8093278,127141000,3.385,0.7865283425488236
764,Japan,JPN,2016,0.392143865,19.6572481,348.6310014,127076000,3.132,0.8144732286190941
765,Japan,JPN,2017,0.389140865,19.41179555,348.345679,126972000,2.822,0.8584569826418422
766,Japan,JPN,2018,0.382990382,19.56367433,347.9039781,126811000,2.467,0.8201181285535166
767,Japan,JPN,2019,0.379294045,19.94510592,347.4156379,126633000,2.351,0.8765487669090996
768,Japan,JPN,2020,0.380153638,20.96937394,346.3950617,126261000,2.809,0.4870862736712049
769,Japan,JPN,2021,0.380153638,21.26487183,344.8054678,125681593,2.828,1.1179043537425564
770,Japan,JPN,2022,0.380153638,21.5970196,343.2784335,125124989,2.6,0.7072927694722915
771,Japan,JPN,2023,0.380153638,21.5970196,343.2784335,124516650,2.6,0.8151520298690977
772,Jordan,JOR,2015,4.929053635,17.82326069,107.5099009,9544729,13.075,11.62945537793687
773,Jordan,JOR,2016,4.523286702,17.25056419,112.7096981,10006367,15.275,9.144177901929842
774,Jordan,JOR,2017,4.276193436,16.94537194,115.2762559,10234226,18.12,7.719196351536501
775,Jordan,JOR,2018,3.735717322,16.74389605,117.845303,10462306,18.257,9.414750438383278
776,Jordan,JOR,2019,4.151698779,16.37173776,120.1870735,10671891,16.801,9.370410549
777,Jordan,JOR,2020,3.979550599,16.54995644,122.364439,10865228,19.213,4.969983142553474
778,Jordan,JOR,2021,3.979550599,15.8410812,124.629547,11066356,19.837,8.584578338162988
779,Jordan,JOR,2022,3.979550599,15.8410812,126.7682839,11256263,18.2,10.083275417427613
780,Jordan,JOR,2023,3.979550599,15.8410812,126.7682839,11439213,17.969,11.058453059664156
781,Kazakhstan,KAZ,2015,0.741789885,11.63272615,6.698584658,18084169,4.93,1.8524489568749332
782,Kazakhstan,KAZ,2016,0.735188302,11.63085341,6.802089121,18363600,4.96,2.150994358
783,Kazakhstan,KAZ,2017,0.732680491,10.53594178,6.908890247,18651931,4.9,1.7960606866924396
784,Kazakhstan,KAZ,2018,0.724510274,8.321200707,7.012900322,18932727,4.85,2.139153012664261
785,Kazakhstan,KAZ,2019,0.716058283,9.132161576,7.115440605,19209555,4.8,2.1083257784992937
786,Kazakhstan,KAZ,2020,0.722896252,12.74204401,7.216400711,19482117,4.89,1.4885445970784386
787,Kazakhstan,KAZ,2021,0.722896252,11.27034704,7.31325814,19743603,5.546,2.3045439072088314
788,Kazakhstan,KAZ,2022,0.722896252,10.49926979,7.421050117,20034609,4.86,2.2211563999077795
789,Kazakhstan,KAZ,2023,0.722896252,11.11261577,7.421050117,20330104,4.821,2.3856247857856507
790,Kenya,KEN,2015,0.143422546,12.72668008,82.7362793,47088526,2.762,0.7963723476925143
791,Kenya,KEN,2016,0.138933556,12.60976863,84.583208,48139687,2.757,0.9659389767116682
792,Kenya,KEN,2017,0.138207752,12.33507902,86.44229188,49197766,3.541,0.9553279309471084
793,Kenya,KEN,2018,0.138845211,12.3486894,88.21574129,50207107,4.284,0.9261637002904789
794,Kenya,KEN,2019,0.138917165,12.17079729,89.96525811,51202827,5.014,1.005803839698148
795,Kenya,KEN,2020,0.112919012,12.47765997,91.74778438,52217334,5.619,0.5649464984175561
796,Kenya,KEN,2021,0.112919012,12.1468578,93.5080402,53219166,5.693,1.5501934021288497
797,Kenya,KEN,2022,0.112919012,12.2133041,95.32357768,54252461,5.707,1.8155858404285108
798,Kenya,KEN,2023,0.112919012,11.91511758,95.32357768,55339003,5.567,2.2045933859704703
799,Kiribati,KIR,2016,0,59.35262929,146.2691358,118478,0,0
800,Kiribati,KIR,2023,0,61.52542461,161.0728395,132530,0,0
801,"Korea, Dem. People's Rep.",PRK,2015,8.20213096,0,212.4022091,25575350,2.896,0
802,"Korea, Dem. People's Rep.",PRK,2016,8.676529244,0,213.4235196,25698326,2.931,0
803,"Korea, Dem. People's Rep.",PRK,2017,8.606753507,0,214.4149904,25817709,2.846,0.019366551850127367
804,"Korea, Dem. People's Rep.",PRK,2018,8.542829905,0,215.3570883,25931147,2.757,0
805,"Korea, Dem. People's Rep.",PRK,2019,8.496691236,0,216.2414417,26037632,2.782,0
806,"Korea, Dem. People's Rep.",PRK,2020,8.591130106,0,217.060975,26136312,2.948,0.038260945
807,"Korea, Dem. People's Rep.",PRK,2021,8.591130106,0,217.8600947,26232534,3,0
808,"Korea, Dem. People's Rep.",PRK,2022,8.591130106,0,218.6599535,26328845,2.805,0
809,"Korea, Dem. People's Rep.",PRK,2023,8.591130106,0,218.6599535,26418204,2.831,0
810,"Korea, Rep.",KOR,2015,2.304672386,15.08352973,523.5255477,51014947,3.546,8.046661305
811,"Korea, Rep.",KOR,2016,2.281245717,15.24002234,525.3700725,51217803,3.65,7.829308883085048
812,"Korea, Rep.",KOR,2017,2.255698431,15.41897247,526.7348067,51361911,3.653,7.729463181383574
813,"Korea, Rep.",KOR,2018,2.151612299,16.05172731,528.9690115,51585058,3.824,9.305020069959017
814,"Korea, Rep.",KOR,2019,2.146219069,17.07786565,530.3772746,51764822,3.746,11.803382613775819
815,"Korea, Rep.",KOR,2020,2.005651991,18.03934527,531.1090061,51836239,3.931,6.346911086662749
816,"Korea, Rep.",KOR,2021,2.005651991,18.15980062,530.4256045,51769539,3.639,15.916695723328733
817,"Korea, Rep.",KOR,2022,2.005651991,18.7672078,529.4320594,51672569,2.857,10.576211142124556
818,"Korea, Rep.",KOR,2023,2.005651991,18.89855761,529.4320594,51712619,2.675,10.065241522576917
819,Kosovo,XKX,2015,0,13.60809725,0,1788274,0,13.420762142714148
820,Kosovo,XKX,2016,0,12.08481448,0,1777568,0,10.970044465246898
821,Kosovo,XKX,2017,0,11.82295606,0,1791019,0,8.095949847544889
822,Kosovo,XKX,2018,0,12.1025925,0,1797086,0,12.798497122563973
823,Kosovo,XKX,2019,0,12.48543828,0,1788891,0,8.944088823746108
824,Kosovo,XKX,2020,0,13.91317741,0,1790152,0,6.703341392239318
825,Kosovo,XKX,2021,0,12.87233087,0,1786080,0,8.398280032249396
826,Kosovo,XKX,2022,0,11.79172877,0,1768096,0,8.766492317
827,Kosovo,XKX,2023,0,12.59933428,0,1756366,0,8.825039883
828,Kuwait,KWT,2015,1.042178245,24.19181056,215.1837262,3834574,2.2,0
829,Kuwait,KWT,2016,0.990328956,25.70546373,224.6967452,4004096,2.16,0.6243606546895978
830,Kuwait,KWT,2017,1.045360273,24.42126992,233.1544332,4154812,2.227,0.12034238853647289
831,Kuwait,KWT,2018,0.977680161,22.98055676,242.6214927,4323515,2.204,0.11564664399221468
832,Kuwait,KWT,2019,0.968224049,24.40265002,249.2882155,4442316,2.251,0.3376617061910949
833,Kuwait,KWT,2020,1.041588548,30.17793821,246.9285634,4400267,3.557,0
834,Kuwait,KWT,2021,1.041588548,25.37266915,244.7174523,4360865,3.002,0.4586246077326402
835,Kuwait,KWT,2022,1.041588548,20.70004928,257.5557239,4589643,2.174,0.5447046752873808
836,Kuwait,KWT,2023,1.041588548,20.70004928,257.5557239,4853420,2.127,0.5151006918832493
837,Kyrgyz Republic,KGZ,2015,0.759604246,17.7553733,31.49132169,6040035.5,3.338,2.069524260246484
838,Kyrgyz Republic,KGZ,2016,0.749641164,17.43415086,32.19675443,6175337.5,3.474,4.048361729
839,Kyrgyz Republic,KGZ,2017,0.776592468,17.13017203,32.88162409,6306695.5,3.57,1.9027397152756147
840,Kyrgyz Republic,KGZ,2018,0.747309863,17.16970011,33.59790667,6444078.5,3.67,2.4828996108597994
841,Kyrgyz Republic,KGZ,2019,0.735911242,15.70098065,34.35980709,6590211,4.295,1.6691423081901324
842,Kyrgyz Republic,KGZ,2020,0.718367459,18.37228301,35.07088373,6726595.5,4.63,0.6689862650429924
843,Kyrgyz Republic,KGZ,2021,0.718367459,16.63294179,35.72066736,6851224,4.096,1.0946949041514333
844,Kyrgyz Republic,KGZ,2022,0.718367459,16.78566803,36.36715068,6975219.5,4.043,1.1469173120645164
845,Kyrgyz Republic,KGZ,2023,0.718367459,16.3621854,36.36715068,7099750,3.991,1.9014754040635233
846,Lao PDR,LAO,2015,4.735023882,15.10665451,29.46986568,6801645,2.494,0.073511628
847,Lao PDR,LAO,2016,4.645709754,13.97094291,29.93415078,6908802,2.881,0
848,Lao PDR,LAO,2017,4.556893343,13.97094291,30.40791594,7018147,3.268,0.071243877
849,Lao PDR,LAO,2018,4.383494293,13.97094291,30.88407712,7128045,2.9,0
850,Lao PDR,LAO,2019,4.212339805,13.97094291,31.35890815,7237636,2.537,0.069083331
851,Lao PDR,LAO,2020,4.085766898,13.97094291,31.83073224,7346533,2.361,0
852,Lao PDR,LAO,2021,4.085766898,13.97094291,32.29286828,7453194,2.066,0
853,Lao PDR,LAO,2022,4.085766898,13.97094291,32.75133016,7559007,1.209,0.066146254
854,Lao PDR,LAO,2023,4.085766898,13.97094291,32.75133016,7664993,1.188,0
855,Latvia,LVA,2015,0.526914829,18.70956365,31.77924374,1977527,9.873,6.321026211020127
856,Latvia,LVA,2016,0.530807317,18.4763444,31.49014094,1959537,9.643,6.8893825429170255
857,Latvia,LVA,2017,0.602659537,18.67031595,31.21230334,1942248,8.715,5.406106738171439
858,Latvia,LVA,2018,0.69350358,18.5352676,30.97006123,1927174,7.412,3.632261539435464
859,Latvia,LVA,2019,0.610537884,19.80890115,30.75549199,1913822,6.312,3.9188597476672338
860,Latvia,LVA,2020,0.915703398,20.88969332,30.53911297,1900449,8.098,1.052382884255247
861,Latvia,LVA,2021,0.915703398,21.72997618,30.2826611,1884490,7.513,3.9798566190322053
862,Latvia,LVA,2022,0.915703398,20.48463458,30.20059457,1879383,6.815,2.3944028439120713
863,Latvia,LVA,2023,0.915703398,20.36521969,30.20059457,1877445,6.465,3.4621520204320233
864,Lebanon,LBN,2015,3.540021939,12.53174443,632.6949169,6472469,9.306,32.52236511291132
865,Lebanon,LBN,2016,3.617581809,12.98414909,618.0899316,6323060,9.786,30.28596914
866,Lebanon,LBN,2017,3.705630288,13.20871798,602.1630499,6160128,10.251,22.077463325437392
867,Lebanon,LBN,2018,3.805256486,15.336853,584.957869,5984119,10.745,25.14990092944342
