index,country,iso3Code,year,Armed forces (% labor force),government  consumption exp (% of GDP),Population density,"Population, total","Unemployment, total (% of total labor force) (modeled ILO estimate)",immigration_100k
290,Canada,CAN,2020,0.351128167,22.70110776,4.241621355,38028638,9.657,1.3936865159357008
291,Canada,CAN,2021,0.351128167,21.44233714,4.351026204,38239864,7.527,3.0073328712675336
292,Canada,CAN,2022,0.351128167,20.69168862,4.430581997,38939056,5.279,2.4140287324890464
293,Canada,CAN,2023,0.351128167,21.20664975,4.430581997,40097761,5.415,2.8305819868595656
294,Central African Republic,CAF,2015,0.468458112,14.77679854,7.430928762,4629320,5.477,9.828657341
295,Central African Republic,CAF,2016,0.460022623,14.40810862,7.566315131,4713663,5.491,1.9093431159588625
296,Central African Republic,CAF,2017,0.444210494,14.06703431,7.694486179,4793511,5.534,4.798153169983338
297,Central African Republic,CAF,2018,0.553954333,7.700010003,7.831161514,4878657,5.517,5.021873847659305
298,Central African Republic,CAF,2019,0.538247316,8.044640002,7.937177759,4944703,5.607,7.583873086
299,Central African Republic,CAF,2020,0.533414412,9.677040002,8.068682783,5026628,6.196,2.0888754847185824
300,Central African Republic,CAF,2021,0.533414412,9.140750003,8.205881409,5112100,6.375,2.0539504313295907
301,Central African Republic,CAF,2022,0.533414412,8.335279997,8.183310861,5098039,5.956,17.555769973513346
302,Central African Republic,CAF,2023,0.533414412,8.335279997,8.183310861,5152421,5.877,6.598839652272204
303,Chad,TCD,2015,0.858551257,5.1450878,11.63248173,14647621,0.974,0.4778933043120108
304,Chad,TCD,2016,0.838978455,4.211686912,12.00337913,15114655,1.047,0.5954485894649928
305,Chad,TCD,2017,0.717549981,4.32522476,12.40689247,15622759,1.116,0.768110165
306,Chad,TCD,2018,0.655085839,3.603393277,12.83079018,16156531,1.135,1.2688367323406244
307,Chad,TCD,2019,0.867381762,3.587512578,13.25065359,16685223,1.084,1.1087655226424002
308,Chad,TCD,2020,0.845723178,4.73537683,13.67906528,17224679,1.707,0.29028117156784167
309,Chad,TCD,2021,0.845723178,4.683119932,14.15841248,17828273,1.548,1.2059496733082333
310,Chad,TCD,2022,0.845723178,4.050717028,14.65638183,18455316,1.096,1.3004383127333068
311,Chad,TCD,2023,0.845723178,4.209122449,14.65638183,19319064,1.074,1.2940585527331965
312,Chile,CHL,2015,1.220436746,13.59211772,24.27282888,18047625,6.313,1.412928293889085
313,Chile,CHL,2016,1.336349529,14.34266762,24.56817057,18267221,6.673,1.3685716070331662
314,Chile,CHL,2017,1.294571459,14.6487132,24.96041596,18558868,7.257,1.6703604982803908
315,Chile,CHL,2018,1.263455491,14.85647376,25.41005767,18893191,7.623,1.9583774916582382
316,Chile,CHL,2019,1.239361932,15.25395573,25.81966075,19197744,7.493,2.370070149909281
317,Chile,CHL,2020,1.279922684,16.02636187,26.0521726,19370624,10.934,1.6003614545406488
318,Chile,CHL,2021,1.279922684,14.72846244,26.16744673,19456334,9.281,3.9832786587648012
319,Chile,CHL,2022,1.279922684,14.67535232,26.29750434,19553036,8.249,3.119720129395762
320,Chile,CHL,2023,1.279922684,15.10268919,26.29750434,19658835,9.013,3.789644706820114
321,China,CHN,2015,0.363984597,16.21788677,146.9779493,1379860000,4.65,1.4548577391909325
322,China,CHN,2016,0.345100081,16.36375556,147.8226414,1387790000,4.56,1.9873323773769807
323,China,CHN,2017,0.345882346,16.32486222,148.7200435,1396215000,4.47,2.223869532987398
324,China,CHN,2018,0.346905339,16.53580834,149.4171945,1402760000,4.31,2.1864039465054605
325,China,CHN,2019,0.326705382,16.77051091,149.9481797,1407745000,4.56,2.2205726179102037
326,China,CHN,2020,0.331880099,17.13013339,150.3055428,1411100000,5,1.211111898518886
327,China,CHN,2021,0.331880099,15.8081384,150.4397537,1412360000,4.55,2.285182248152029
328,China,CHN,2022,0.331880099,16.05012775,150.4200481,1412175000,4.98,2.3304477136332253
329,China,CHN,2023,0.331880099,16.50931118,150.4200481,1410710000,4.67,2.3289691006656223
330,Colombia,COL,2015,2.023967375,14.81162979,42.33433078,46969940,8.572,4.641266307770459
331,Colombia,COL,2016,2.00693588,14.54128472,42.75575665,47437512,8.922,5.154148893812137
332,Colombia,COL,2017,1.973904571,14.88064263,43.38087247,48131078,9.086,4.633181081047052
333,Colombia,COL,2018,1.946027895,15.42148086,44.18608833,49024465,9.36,4.620142209
334,Colombia,COL,2019,1.923999076,15.77323342,44.982411,49907985,10.28,4.558388802914003
335,Colombia,COL,2020,1.701713279,17.15883586,45.63316539,50629997,15.983,3.0219239396755246
336,Colombia,COL,2021,1.701713279,16.04633106,46.13625327,51188173,13.898,7.921751769
337,Colombia,COL,2022,1.701713279,13.99818069,46.63176566,51737944,10.547,7.315713975800817
338,Colombia,COL,2023,1.701713279,14.75378039,46.63176566,52321152,9.594,8.887418992609337
339,Comoros,COM,2015,0,10.59190468,390.4793122,726682,4.121,0.6880588758218863
340,Comoros,COM,2016,0,10.61491606,398.5711983,741741,4.104,0
341,Comoros,COM,2017,0,10.82377663,406.5926921,756669,4.03,0
342,Comoros,COM,2018,0,10.22968894,414.6104245,771590,3.942,0
343,Comoros,COM,2019,0,10.0948841,422.6641591,786578,3.934,0
344,Comoros,COM,2020,0,10.5607884,431.0386889,802163,4.471,0
345,Comoros,COM,2021,0,10.14976369,439.6421279,818174,4.394,0
346,Comoros,COM,2022,0,9.61494799,448.2471789,834188,3.816,0.5993852704666095
347,Comoros,COM,2023,0,9.25201678,448.2471789,850387,3.776,0.5879675959298531
348,"Congo, Dem. Rep.",COD,2015,0.464494909,9.056194741,35.74492446,81035531,4.439,2.066994538482138
349,"Congo, Dem. Rep.",COD,2016,0.447871569,7.437957422,37.03333186,83956415,4.521,2.9658245888655443
350,"Congo, Dem. Rep.",COD,2017,0.430427249,5.45682326,38.41264992,87083398,4.601,2.7043042119233798
351,"Congo, Dem. Rep.",COD,2018,0.417298144,6.317593895,39.72018438,90047644,4.618,2.6485978911341643
352,"Congo, Dem. Rep.",COD,2019,0.404147494,6.929147319,40.99929071,92947442,4.591,2.4637579590409815
353,"Congo, Dem. Rep.",COD,2020,0.40789188,7.575638237,42.34136786,95989998,5.345,0.8959266776940655
354,"Congo, Dem. Rep.",COD,2021,0.40789188,8.261796258,43.73477956,99148932,5.28,1.8406653134700433
355,"Congo, Dem. Rep.",COD,2022,0.40789188,9.364668955,45.16749432,102396968,4.522,3.1788050599310713
356,"Congo, Dem. Rep.",COD,2023,0.40789188,7.933348098,45.16749432,105789731,4.484,5.024117132881262
357,"Congo, Rep.",COG,2015,0.594505285,19.30627143,14.92703075,5097581,19.978,2.6483149556623036
358,"Congo, Rep.",COG,2016,0.581345495,21.30852348,15.29293119,5222536,20.223,3.7338182063273475
359,"Congo, Rep.",COG,2017,0.567637832,18.08658621,15.66913909,5351011,20.611,2.9900891625900226
360,"Congo, Rep.",COG,2018,0.553700403,13.50410756,16.05598243,5483118,20.701,3.556370664
361,"Congo, Rep.",COG,2019,0,13.24087509,16.44703075,5616661,20.392,3.0267092851072905
362,"Congo, Rep.",COG,2020,0.535612424,17.4783555,16.84565447,5752791,22.198,1.3037150141557377
363,"Congo, Rep.",COG,2021,0.535612424,14.8705071,17.25383016,5892183,21.96,3.648902282906013
364,"Congo, Rep.",COG,2022,0.535612424,11.83679224,17.67233968,6035104,20.108,4.888068208932273
365,"Congo, Rep.",COG,2023,0.535612424,13.09930209,17.67233968,6182885,19.898,4.043419859822721
366,Costa Rica,CRI,2015,0.418028815,16.96024191,94.36032119,4818038,8.415,2.3868636984598295
367,Costa Rica,CRI,2016,0.433174252,16.70867908,95.31919311,4866998,8.085,2.773783757461992
368,Costa Rica,CRI,2017,0.434662226,16.35817465,96.22359969,4913177,7.729,2.747712936049322
369,Costa Rica,CRI,2018,0.412748309,16.19573389,97.09788484,4957818,9.01,3.227226171
370,Costa Rica,CRI,2019,0.394632057,16.75120098,97.91525656,4999553,10.807,3.700330809574376
371,Costa Rica,CRI,2020,0.413391572,17.70473207,98.59616138,5034320,16.432,1.9863655866134848
372,Costa Rica,CRI,2021,0.413391572,16.53079798,99.09886408,5059988,15.139,5.0395376431722765
373,Costa Rica,CRI,2022,0.413391572,15.39587873,99.52536232,5081765,11.325,3.738858447803076
374,Costa Rica,CRI,2023,0.413391572,14.87349346,99.52536232,5105525,8.325,5.092522316510055
375,Cote d'Ivoire,CIV,2015,0.256042029,9.347876,79.39101258,25246342,2.579,5.426528722458089
376,Cote d'Ivoire,CIV,2016,0.249668764,9.865195072,81.72768868,25989405,1.896,6.791228964264476
377,Cote d'Ivoire,CIV,2017,0.265216424,10.26838596,84.06720755,26733372,3.272,5.218196941261282
378,Cote d'Ivoire,CIV,2018,0.260870851,10.04734403,86.3653239,27464173,2.85,5.388838760955955
379,Cote d'Ivoire,CIV,2019,1.27342847,10.8276426,88.65726101,28193009,2.401,6.579645329804989
380,Cote d'Ivoire,CIV,2020,0.24837816,11.32160445,90.92908491,28915449,2.584,4.132738869107652
381,Cote d'Ivoire,CIV,2021,0.24837816,9.962659467,93.20671698,29639736,2.63,3.728103381217701
382,Cote d'Ivoire,CIV,2022,0.24837816,10.41704471,95.5817673,30395002,2.306,9.837143619862239
383,Cote d'Ivoire,CIV,2023,0.24837816,10.4890783,95.5817673,31165654,2.27,8.326473752
384,Croatia,HRV,2015,0.993991043,22.46152823,74.1856372,4151725,16.175,12.28405060547122
385,Croatia,HRV,2016,1.032830652,21.96633702,73.3840862,4106867,13.103,15.340160760014871
386,Croatia,HRV,2017,1.012851396,21.79820751,72.21440569,4041407,11.208,14.351437506789097
387,Croatia,HRV,2018,1.046226543,21.67398785,71.27394396,3988775,8.432,13.53799098720785
388,Croatia,HRV,2019,1.045603412,21.69431087,70.57018798,3949390,6.617,10.761155520219578
389,Croatia,HRV,2020,1.170877239,24.87982866,69.9464975,3914206,7.507,5.492812590854952
390,Croatia,HRV,2021,1.170877239,23.06666487,69.31703002,3878981,7.608,6.573891442108121
391,Croatia,HRV,2022,1.170877239,21.11216992,68.89994639,3855641,6.96,4.7981645594078906
392,Croatia,HRV,2023,1.170877239,21.28627613,68.89994639,3859686,6.086,3.756782287471053
393,Cuba,CUB,2015,1.45903052,32.20601197,108.3099424,11275065,2.4,7.405722272997983
394,Cuba,CUB,2016,1.458584883,31.89544698,108.2815456,11265612,2,9.852993339376502
395,Cuba,CUB,2017,1.469797309,30.83820304,108.3605877,11247829,1.7,7.868185051533056
396,Cuba,CUB,2018,1.474388895,30.04496667,108.1610597,11227118,1.7,6.947464167
397,Cuba,CUB,2019,1.483681553,32.23220881,107.9272254,11202846,1.705,5.355781914702746
398,Cuba,CUB,2020,1.571367046,38.8479746,107.6720039,11176354,2.24,3.668459320454595
399,Cuba,CUB,2021,1.571367046,33.82647562,107.1499807,11122168,2.116,6.203826448224843
400,Cuba,CUB,2022,1.571367046,32.53303418,106.5493256,11059820,1.82,7.459434240340259
401,Cuba,CUB,2023,1.571367046,32.53303418,106.5493256,11019931,1.719,9.437445660957406
402,Curacao,CUW,2021,0,14.47828743,343.1734234,152369,0,0
403,Cyprus,CYP,2015,1.939467323,16.60931001,131.9807359,1219502,15.026,1.230010282885965
404,Cyprus,CYP,2016,2.375393637,15.48715944,133.8865801,1237112,13.006,0.40416712472274136
405,Cyprus,CYP,2017,2.357045208,15.03364293,135.7440476,1254275,11.155,0.3986366626138606
406,Cyprus,CYP,2018,2.290612925,14.70791657,137.5256494,1270737,8.504,0.7869448989051235
407,Cyprus,CYP,2019,2.237258463,16.0314662,139.2501082,1286671,7.155,0.3885997275138711
408,Cyprus,CYP,2020,1.806832886,19.19669926,140.9358225,1302247,7.755,0
409,Cyprus,CYP,2021,1.806832886,18.5541028,142.5659091,1317309,7.513,0.3795616670044766
410,Cyprus,CYP,2022,1.806832886,17.87683532,144.0876623,1331370,6.806,0
411,Cyprus,CYP,2023,1.806832886,18.55839835,144.0876623,1344976,6.098,0
412,Czechia,CZE,2015,0.472190345,18.80776377,136.589289,10546059,5.048,2.655020230780048
413,Czechia,CZE,2016,0.434079426,18.78146532,136.8518586,10566332,3.952,3.123127306618796
414,Czechia,CZE,2017,0.428252447,18.50981514,137.2158788,10594438,2.893,2.926063657175586
415,Czechia,CZE,2018,0.411554991,19.17491832,137.6755343,10629928,2.246,3.7159235697551294
416,Czechia,CZE,2019,0.463401736,19.26463299,138.2268103,10671870,2.015,3.5139108703535555
417,Czechia,CZE,2020,0.505332569,21.31989023,138.5759288,10697858,2.55,1.916271463
418,Czechia,CZE,2021,0.505332569,20.77098746,136.1083491,10505772,2.803,3.379094844243717
419,Czechia,CZE,2022,0.505332569,19.44147355,138.2905113,10672118,2.224,1.7334890787376978
420,Czechia,CZE,2023,0.505332569,19.6583815,138.2905113,10864042,2.579,1.9329822178522507
421,Denmark,DNK,2015,0.57241932,25.54635582,142.087075,5683483,6.278,1.0556906741869378
422,Denmark,DNK,2016,0.546981832,24.94291548,143.20025,5728010,5.989,1.4839359568157178
423,Denmark,DNK,2017,0.505025339,24.44966226,144.1245,5764980,5.833,1.387689116007341
424,Denmark,DNK,2018,0.484471518,24.38110739,144.8409,5793636,5.131,1.5534286240971988
425,Denmark,DNK,2019,0.494344371,24.20477676,145.36055,5814422,5.018,1.1179099143474622
426,Denmark,DNK,2020,0.494720344,24.67998753,145.7851,5831404,5.637,1.028911733778006
427,Denmark,DNK,2021,0.494720344,23.84555019,146.418325,5856733,5.043,2.0489238625015003
428,Denmark,DNK,2022,0.494720344,21.68108442,147.575925,5903037,4.434,0.6776173010604541
429,Denmark,DNK,2023,0.494720344,22.48152477,147.575925,5946952,5.094,0.9248435164770121
430,Djibouti,DJI,2015,5.890567359,19.91112023,44.01695427,1020313,26.07,14.211325348201974
431,Djibouti,DJI,2016,5.841564291,22.22990771,44.76501294,1037653,25.992,25.53840252955468
432,Djibouti,DJI,2017,5.68479972,21.77355362,45.50651424,1054841,26.064,17.064183132813383
433,Djibouti,DJI,2018,5.770427097,21.3501237,46.24167386,1071882,26.184,18.65877027508625
434,Djibouti,DJI,2019,5.475482474,19.8109452,46.96760138,1088709,26.256,23.42223679605845
435,Djibouti,DJI,2020,5.475297983,19.58828598,47.67851596,1105188,27.713,32.12123186281429
436,Djibouti,DJI,2021,5.475297983,18.18360517,48.37135462,1121248,27.668,25.864037215673964
437,Djibouti,DJI,2022,5.475297983,15.10796467,49.05504745,1137096,26.307,28.14186313204866
438,Djibouti,DJI,2023,5.475297983,14.48944317,49.05504745,1152944,26.154,26.88768925463856
439,Dominica,DMA,2015,0,21.34877636,93.88,70410,0,7.101264025
440,Dominica,DMA,2016,0,19.08189893,92.808,69606,0,14.366577593885586
441,Dominica,DMA,2017,0,24.07842692,91.328,68496,0,21.899088997897685
442,Dominica,DMA,2018,0,27.39071221,90.89866667,68174,0,22.002522955965617
443,Dominica,DMA,2019,0,27.39071221,90.50666667,67880,0,7.365939893930466
444,Dominica,DMA,2020,0,27.39071221,90.09733333,67573,0,22.198215263492816
445,Dominica,DMA,2021,0,27.39071221,89.60266667,67202,0,52.081783280259515
446,Dominica,DMA,2022,0,27.39071221,89.10133333,66826,0,22.446353215814202
447,Dominica,DMA,2023,0,27.39071221,89.10133333,66510,0,45.105999097880016
448,Dominican Republic,DOM,2015,1.550752721,10.28874596,215.9972883,10434829,7.605,5.749974436571984
449,Dominican Republic,DOM,2016,1.515194167,10.3026904,218.410888,10551430,7.284,5.686433023770238
450,Dominican Republic,DOM,2017,1.492854902,10.93864349,220.7998965,10666843,5.832,6.187397714581531
451,Dominican Republic,DOM,2018,1.439442133,10.85985699,223.184703,10782053,5.861,7.187870436
452,Dominican Republic,DOM,2019,1.38747346,11.06879727,226.0267745,10894043,6.356,5.966563561
453,Dominican Republic,DOM,2020,1.477440524,12.62661536,228.3973491,11008300,6.126,3.542781355886013
454,Dominican Republic,DOM,2021,1.477440524,11.46511231,230.7869908,11123476,7.702,8.630395750393133
455,Dominican Republic,DOM,2022,1.477440524,11.34424686,233.012352,11230734,5.504,7.924682393866688
456,Dominican Republic,DOM,2023,1.477440524,11.29002941,233.012352,11331265,5.555,6.442352199864711
457,Ecuador,ECU,2015,0.537760273,15.37381437,65.49454421,16266225,3.616,1.383234278389731
458,Ecuador,ECU,2016,0.510299791,15.6897053,66.45651071,16505139,4.597,1.5449733564800636
459,Ecuador,ECU,2017,0.498201735,15.29753478,67.48074972,16759519,3.836,1.1933516707728904
460,Ecuador,ECU,2018,0.499932373,15.55676077,68.64852231,17049547,3.53,1.7009249571264269
461,Ecuador,ECU,2019,0.500402705,15.18407744,69.81809067,17340021,3.812,1.730101710949485
462,Ecuador,ECU,2020,0.542675483,16.32258693,70.64770897,17546065,6.127,0.8833889535915888
463,Ecuador,ECU,2021,0.542675483,14.34917346,71.19686745,17682454,4.552,3.3649175617818656
464,Ecuador,ECU,2022,0.542675483,13.40226735,71.76637542,17823897,3.761,2.6369093133785504
465,Ecuador,ECU,2023,0.542675483,13.9198908,71.76637542,17980083,3.51,4.310324930090701
466,"Egypt, Arab Rep.",EGY,2015,2.708118063,11.75989198,100.0525812,99597342,13.052,3.775201149
467,"Egypt, Arab Rep.",EGY,2016,2.675821574,11.42688418,102.1091858,101644589,12.45,3.040004421681512
468,"Egypt, Arab Rep.",EGY,2017,2.721807713,9.579036626,104.1700306,103696057,11.767,2.7677040796257084
469,"Egypt, Arab Rep.",EGY,2018,2.765743236,7.942222794,106.1651454,105682094,9.855,3.326012824840507
470,"Egypt, Arab Rep.",EGY,2019,2.779990519,7.285561115,108.0447617,107553158,7.851,3.4029684186493157
471,"Egypt, Arab Rep.",EGY,2020,2.762327705,7.53990183,109.8147813,109315124,7.974,1.7426682880586586
472,"Egypt, Arab Rep.",EGY,2021,2.762327705,7.558043553,111.46417,110957008,7.441,2.9020248995899385
473,"Egypt, Arab Rep.",EGY,2022,2.762327705,7.268090532,113.1330052,112618250,7.344,2.561751758706959
474,"Egypt, Arab Rep.",EGY,2023,2.762327705,6.786901187,113.1330052,114535772,7.334,2.1958205336931766
475,El Salvador,SLV,2015,1.601092601,16.49744179,298.4399614,6183676,3.998,10.673262958796677
476,El Salvador,SLV,2016,1.568518955,16.31643933,299.2664093,6200800,4.418,10.159979357502257
477,El Salvador,SLV,2017,1.579639797,16.1331092,299.8809363,6213533,4.385,11.587610462517862
478,El Salvador,SLV,2018,1.55723612,16.10965822,300.1837355,6219807,4.006,10.932815117896745
479,El Salvador,SLV,2019,1.537132735,16.03202096,300.3049228,6222318,4.17,11.892674080623973
480,El Salvador,SLV,2020,1.611326551,19.69685236,300.9012066,6234673,5.008,7.458290114012395
481,El Salvador,SLV,2021,1.611326551,19.34677173,301.9199807,6255782,4.327,13.587429996761397
482,El Salvador,SLV,2022,1.611326551,17.95190335,303.1041988,6280319,2.999,10.27017895110105
483,El Salvador,SLV,2023,1.611326551,18.01166641,303.1041988,6309624,2.992,8.796086739875467
484,Equatorial Guinea,GNQ,2016,0.254915922,25.32732608,53.76777184,1508186,7.962,0
485,Equatorial Guinea,GNQ,2017,0.169303856,23.69493699,55.70039216,1562396,8.004,0
486,Equatorial Guinea,GNQ,2018,0.236928105,23.52783741,57.62645276,1616422,7.967,0
487,Equatorial Guinea,GNQ,2019,0.158018574,25.46067199,59.54285205,1670177,8.064,0
488,Equatorial Guinea,GNQ,2020,0.16257572,28.43493158,61.19315508,1716468,8.781,0
489,Equatorial Guinea,GNQ,2021,0.16257572,25.4888078,62.70181818,1758786,8.976,0
490,Equatorial Guinea,GNQ,2022,0.16257572,22.16206653,64.29750446,1803545,8.455,0
491,Equatorial Guinea,GNQ,2023,0.16257572,26.20338256,64.29750446,1847549,8.367,0
492,Eritrea,ERI,2015,14.20808667,0,25.6468529,3105546,5.541,71.16300966078107
493,Eritrea,ERI,2016,14.14302719,0,25.80742961,3124698,5.554,148.97439688571504
494,Eritrea,ERI,2017,14.00974024,0,26.02060722,3150347,5.577,148.87248928451373
495,Eritrea,ERI,2018,13.77666305,0,26.36951008,3192760,5.511,178.21571305077737
496,Eritrea,ERI,2019,13.52957921,0,26.76064906,3240194,5.552,216.80800594038504
497,Eritrea,ERI,2020,13.36213911,0,27.19141159,3291271,6.088,80.21217335187531
498,Eritrea,ERI,2021,13.36213911,0,27.67812339,3350183,6.177,160.58824249302202
499,Eritrea,ERI,2022,13.36213911,0,28.1677433,3409447,5.695,224.6698658169492
500,Eritrea,ERI,2023,13.36213911,0,28.1677433,3470390,5.586,307.7463916159279
501,Estonia,EST,2015,0.937145367,19.22326451,30.26011042,1315407,6.412,3.420994414656452
502,Estonia,EST,2016,0.926088045,19.3323941,30.2689211,1315790,6.882,1.899999240000304
503,Estonia,EST,2017,0.860136131,18.87498165,30.816,1317384,5.807,1.5181602327036006
504,Estonia,EST,2018,0.954326231,18.76285059,30.9234386,1321977,5.412,1.5128856250903004
505,Estonia,EST,2019,0.999508813,19.08193305,31.03854971,1326898,4.514,1.507274862122032
506,Estonia,EST,2020,0.999507386,20.50868922,31.09992982,1329522,6.956,0
507,Estonia,EST,2021,0.999507386,19.81568681,31.13291228,1330932,6.178,1.8783829677248725
508,Estonia,EST,2022,0.999507386,19.29130867,31.56658086,1348840,5.571,0
509,Estonia,EST,2023,0.999507386,20.64359756,31.56658086,1370286,6.378,0.36488733009021473
510,Ethiopia,ETH,2015,0.29822066,9.013788576,92.03678223,103867135,2.443,1.3045512423154833
511,Ethiopia,ETH,2016,0.293609063,11.1344515,94.56147998,106718162,2.554,1.808501911792671
512,Ethiopia,ETH,2017,0.289244754,11.10920751,97.17443526,109666481,2.662,1.7416442860056756
513,Ethiopia,ETH,2018,0.28537214,10.25048168,99.82988254,112664152,2.802,1.7929394258432796
514,Ethiopia,ETH,2019,0.281912471,9.193046848,102.5521595,115737383,2.917,2.138462038665588
515,Ethiopia,ETH,2020,0.280990206,9.129475484,105.3700909,118917671,3.994,0.9208051173487917
516,Ethiopia,ETH,2021,0.280990206,8.835824527,108.2240681,122138588,3.935,1.7562017337223514
517,Ethiopia,ETH,2022,0.280990206,7.361732918,111.100004,125384287,3.409,2.121477949
518,Ethiopia,ETH,2023,0.280990206,6.318362067,111.100004,128691692,3.402,2.972219838402622
519,Fiji,FJI,2015,0.929748224,20.15279867,50.27794198,918578,4.291,24.494381533195877
520,Fiji,FJI,2016,0.937345171,18.94105122,50.31012589,919166,4.319,20.126941161879355
521,Fiji,FJI,2017,1.070678141,19.28052761,50.28784893,918759,4.324,16.326370680450477
522,Fiji,FJI,2018,1.080736934,20.39188402,50.2014231,917180,4.335,16.354477856036983
523,Fiji,FJI,2019,1.067674551,21.2424353,50.07657362,914899,4.373,16.94176078452376
524,Fiji,FJI,2020,1.074812311,23.6332493,50.08007663,914963,4.649,4.918231666198524
525,Fiji,FJI,2021,1.074812311,23.60717884,50.1757526,916711,4.701,7.090566165345457
526,Fiji,FJI,2022,1.074812311,20.50887553,50.32413793,919422,4.446,9.244938667989237
527,Fiji,FJI,2023,1.074812311,20.50887553,50.32413793,924145,4.322,10.820812751245747
528,Finland,FIN,2015,0.924548661,24.52281723,18.03011089,5479531,9.376,1.3687302800184906
529,Finland,FIN,2016,0.898558,23.86877251,18.08200783,5495303,8.818,1.3648019044627748
530,Finland,FIN,2017,0.923178956,22.94909793,18.12389445,5508214,8.64,1.7246969707422406
531,Finland,FIN,2018,0.917849886,23.05513033,18.14795012,5515525,7.361,1.6317576296000833
532,Finland,FIN,2019,0.982142825,23.31857554,18.16736091,5521606,6.695,1.9921740160380876
533,Finland,FIN,2020,0.801608756,24.42054766,18.19287688,5529543,7.759,1.1755040154312932
534,Finland,FIN,2021,0.801608756,24.7953884,18.23016591,5541017,7.617,1.8949589939897316
535,Finland,FIN,2022,0.801608756,24.15002029,18.27980932,5556106,6.719,1.1698840878845724
536,Finland,FIN,2023,0.801608756,25.57551588,18.27980932,5583911,7.151,1.6117735400868676
537,France,FRA,2015,1.012343218,23.77576177,121.5367021,66548272,10.354,8.775584736445147
538,France,FRA,2016,1.010893676,23.75694232,121.857823,66724104,10.057,9.576749056
539,France,FRA,2017,1.011629288,23.7013842,122.2119706,66918020,9.409,9.892701547356005
540,France,FRA,2018,0.998202384,23.35007584,122.6508802,67158348,9.018,9.194687159368483
541,France,FRA,2019,0.996706802,23.03484227,123.0594459,67382061,8.415,7.361009631331995
542,France,FRA,2020,1.003639679,24.83983574,123.4594937,67601110,8.009,6.8046219951122096
543,France,FRA,2021,1.003639679,24.35159842,123.9009108,67842811,7.874,18.70500324640145
544,France,FRA,2022,1.003639679,23.86136358,124.3067206,68065015,7.308,20.788947155892053
545,France,FRA,2023,1.003639679,23.12356061,124.3067206,68287487,7.335,14.753801088038282
546,French Polynesia,PYF,2022,0,31.69070118,80.77729761,280378,11.888,0
547,Gabon,GAB,2015,1.027823331,14.81639805,7.920941514,2040989,19.978,1.959834178430163
548,Gabon,GAB,2016,0.992947111,14.64120171,8.151146816,2100306,20.134,1.4283632956340648
549,Gabon,GAB,2017,1.004993381,13.23170516,8.370784337,2156900,20.303,1.3908850665306691
550,Gabon,GAB,2018,0.934300544,10.56580371,8.58585788,2212318,20.439,1.1300364594963292
551,Gabon,GAB,2019,0.951089541,10.99342929,8.800814996,2267706,20.358,1.3229228127455674
552,Gabon,GAB,2020,0.994901839,13.1475546,9.013618194,2322539,21.27,0
553,Gabon,GAB,2021,0.994901839,11.81726401,9.223898785,2376722,21.218,1.2622427023438165
554,Gabon,GAB,2022,0.994901839,10.80697157,9.433566189,2430747,20.399,3.085471256
555,Gabon,GAB,2023,0.994901839,11.46611969,9.433566189,2484789,20.278,3.018364939638738
556,"Gambia, The",GMB,2015,0.132342091,8.326579387,219.8151186,2224529,7.26,0.8990667237873724
557,"Gambia, The",GMB,2016,0.128302177,8.446617063,225.6688735,2283769,6.285,1.5325542994935129
558,"Gambia, The",GMB,2017,0.155936665,7.866855086,231.4416008,2342189,5.157,1.921279623
559,"Gambia, The",GMB,2018,0.607934149,6.824780047,237.1177866,2399632,4.127,1.8752875440900936
560,"Gambia, The",GMB,2019,0.59208121,8.242884235,242.7711462,2456844,4.538,1.2210787498107327
561,"Gambia, The",GMB,2020,0.573416689,8.991768097,248.5902174,2515733,5.892,0.3974984626746956
562,"Gambia, The",GMB,2021,0.573416689,9.758037143,254.5464427,2576010,6.269,3.299676631690094
563,"Gambia, The",GMB,2022,0.573416689,8.362463195,260.520751,2636470,6.076,2.2757702534070177
564,"Gambia, The",GMB,2023,0.573416689,7.37283089,260.520751,2697845,6.479,4.447994603099882
565,Georgia,GEO,2015,1.261724838,14.60965816,65.17505861,3725276,16.506,2.550146620008826
566,Georgia,GEO,2016,1.274173841,15.18576943,65.21405578,3727505,16.604,3.219311577046845
567,Georgia,GEO,2017,1.320296925,13.89123391,65.22278596,3728004,13.939,3.621240749741685
568,Georgia,GEO,2018,1.354977045,13.28869264,65.19733021,3726549,12.667,4.159344208274197
569,Georgia,GEO,2019,1.402361145,13.14428367,65.08556982,3720161,11.565,4.972903054464578
570,Georgia,GEO,2020,1.394459277,14.6114698,65.13027048,3722716,11.73,2.686210820272081
571,Georgia,GEO,2021,1.394459277,14.12665948,64.88348088,3708610,11.791,6.066963093989393
572,Georgia,GEO,2022,1.394459277,12.52938293,64.95157283,3712502,11.647,6.329962919885295
573,Georgia,GEO,2023,1.394459277,12.14854588,64.95157283,3715483,11.537,6.0557402631098025
574,Germany,DEU,2015,0.415286652,19.31223567,234.1529869,81686611,4.612,1.5669642605200012
575,Germany,DEU,2016,0.415371414,19.51907162,235.7129294,82348669,4.104,1.463290195983617
576,Germany,DEU,2017,0.4148258,19.45954952,236.5887226,82657002,3.781,1.379193501356364
577,Germany,DEU,2018,0.41593555,19.50223396,237.2940123,82905782,3.384,1.5378903247061828
