index,country,iso3Code,year,clean fuels for cooking (% of population),Access to electricity (% of population),Agricultural land (% ),Armed forces (% labor force),precipitation (mm per year),"Birth rate, crude (per 1,000 people)","Central government debt, total (% of GDP)",Consumer price index (2010 = 100),Control of Corruption: Estimate,Cost of business start-up (% of GNI per capita),Current account balance (% of GDP),Current health expenditure (% of GDP),"Death rate, crude (per 1,000 people)","Debt service (PPG and IMF only, % of exports of goods, services and primary income)",doing business score,"Fertility rate, total (births per woman)",% Firms using banks,GDP growth (annual %),GDP per capita (constant 2015 US$),"GDP per capita, PPP (constant 2021 international $)",GNI per capita (2015 US$),government  consumption exp (% of GDP),"Government expenditure on education, total (% of GDP)",Human Capital Index,"Industry (including construction), value added (% of GDP)","Inflation, consumer prices (annual %)",Level of water stress,"Life expectancy at birth, total (years)",Military expenditure (% of GDP),Population density,Population growth (annual %),% of total population below 5 meters,Population living in slums (% of urban population),"Population, total",Poverty $2.15 a day (% of population),Poverty $3.65 a day (% of population),Poverty $6.85 a day (% of population),%  Poverty headcount ratio ,Time to start a business (days),"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total debt service (% of GNI),"Total debt service (% of exports of goods, services and primary income)",Unemployment advanced education,Unemployment basic education ,Unemployment intermediate education,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Corruption index 2023,Global_Peace_Index_2023,immigration_100k
142,Belarus,BLR,2019,99.7,100.0,41.3223954869066,3.08553255495632,618.0,9.3,33.2442286168097,508.339294380209,0.0068965516984462,0.5,-1.93416802348366,5.86,12.8,8.30524265423715,74.29113,1.382,23.5,1.44645547691826,6267.7483339582,26798.8206427959,6077.46163578428,16.8430662351928,4.97948980331421,0.0,31.7370780512425,5.59815595039854,4.475939354,74.2268292682927,1.39642297566801,46.4107506220284,-0.201786600970723,0.0,3.80434,9419758.0,0.0,0.0,2.4,5.0,8.5,10.9,7.21493266407282,10.4516456803401,2.173,8.709,5.039,4.165,37.0,2.291,2.6009160744893873
143,Belarus,BLR,2020,99.7,100.0,40.7971228692482,3.17250729275094,618.0,9.47,33.2442286168097,536.542688278354,-0.134194105863571,0.5,-0.290687465352215,6.41,16.553,9.47304094348546,74.29113,1.474,23.5,-0.672742950624155,6252.00220091446,26731.4953813506,5989.36946083624,16.9648880250599,4.86263990402222,0.700078189373016,31.3516473974927,5.54814357456511,4.3770599868,72.4572195121951,1.40325859867166,46.211212927382,-0.42347525027949,0.0,2.27611,9379952.0,0.0,0.1,1.3,4.8,8.5,11.63,7.2894731004125,11.2758095940727,2.747,11.043,4.562,4.049,37.0,2.291,1.3326294207049247
144,Belarus,BLR,2021,99.7,100.0,40.2759300320276,3.17250729275094,618.0,9.283,33.2442286168097,587.301149813956,-0.25852045416832,0.5,3.0672484923844,6.57,16.544,5.54193437333653,74.29113,1.483,23.5,2.43886212396819,6457.74418441168,27611.1801135156,6204.99524970341,16.8160154682014,4.60641002655029,0.700078189373016,32.1445734089406,9.46028389623103,4.6967699407,72.3706829268293,1.36528926554311,45.8368317319537,-0.82823272086807,0.0,2.27611,9302585.0,0.0,0.1,1.3,4.1,8.5,11.63,6.47231412888914,8.62319662930416,2.24,11.071,4.6,3.9,37.0,2.291,1.8811975381036563
145,Belarus,BLR,2022,99.7,100.0,39.8738854130745,3.17250729275094,618.0,9.165,33.2442286168097,676.627747581603,-0.579731464385986,0.5,3.56177663896649,6.57,15.49,7.45137014546421,74.29113,1.495,23.5,-4.65839591573591,6206.63221336061,26537.5083074865,5928.78809310716,17.2288777285138,4.62823009490967,0.700078189373016,33.0290955450834,15.209675274081,4.6967699407,73.1114634146342,1.64869313490861,45.4607172767131,-0.804228426880244,0.0,2.27611,9228071.0,0.0,0.1,1.3,3.9,8.5,11.63,9.63403611706352,14.1668733369699,2.368,10.649,4.07,3.574,37.0,2.291,1.4629276259361246
146,Belarus,BLR,2023,99.7,100.0,39.8738854130745,3.17250729275094,618.0,9.165,33.2442286168097,710.463188170058,-0.665028035640717,0.5,-1.54353699895619,6.57,15.49,9.11812848728771,74.29113,1.495,23.5,3.88624214456901,6482.80295076287,27718.3231175409,6243.62530517219,18.0560138047009,4.9514799118042,0.700078189373016,32.5397512173745,5.0005990309131,4.6967699407,73.1114634146342,1.79770336310455,45.4607172767131,-0.540824986374776,0.0,2.27611,9178298.0,0.0,0.1,1.3,3.9,8.5,11.63,11.4642293324809,16.1600262502284,2.204,10.547,4.0,3.461,37.0,2.291,2.342482233634166
147,Belgium,BEL,2015,100.0,100.0,43.7807008868229,0.727807283839235,847.0,10.8,108.885649368795,108.629692097897,1.47445356845856,5.0,1.38017908454948,10.79745102,9.8,0.0,72.42806,1.7,0.0,1.47416438588013,40893.804537772,57482.4215529381,41588.6699293374,23.681203644432,6.4515700340271,0.0,19.4767746872729,0.561429152790065,49.0663390663,80.9926829268293,0.909284202068915,371.680875614018,0.579446241677791,5.48301366791854,0.0,11274196.0,0.1,0.2,0.2,0.0,4.5,11.24,0.0,0.0,4.592,15.995,8.699,8.482,73.0,1.51,3.326179534221332
148,Belgium,BEL,2016,100.0,100.0,44.5323574984341,0.675842258416885,847.0,10.8,110.598249698212,110.773882150291,1.53124380111694,5.0,0.558076934849913,10.79354668,9.5,0.0,72.4092,1.68,0.0,1.19350263995111,41172.8862464509,57874.7130652423,41988.6582404833,23.3498908084191,6.46173000335693,0.0,19.0981057822176,1.97385264653181,51.5115519042,81.4390243902439,0.89470623618152,373.567467774371,0.506300002451376,5.48301366791854,0.0,11331422.0,0.1,0.1,0.3,0.0,4.5,10.79,0.0,0.0,4.204,15.404,8.045,7.83,73.0,1.51,4.015383064896886
149,Belgium,BEL,2017,100.0,100.0,43.7477334915768,0.635257800519125,847.0,10.5,104.249557076875,113.128902605325,1.40419495105743,5.6,0.702363722625537,10.79855728,9.6,0.0,72.18146,1.65,0.0,1.47446765653092,41619.3286089022,58502.2552655238,42317.4758257084,23.1178023270709,6.42534017562866,0.757,19.1545604130921,2.12597086002607,53.956764742,81.4926829268293,0.883563446003045,375.009329772855,0.385228018372369,5.48301366791854,0.0,11375158.0,0.1,0.2,0.4,0.0,4.5,10.38,0.0,0.0,3.728,13.862,7.517,7.09,73.0,1.51,4.527409641255093
150,Belgium,BEL,2018,100.0,100.0,44.403633620831,0.618437081880088,847.0,10.4,101.506490561537,115.451625636977,1.42957329750061,5.4,-0.874098516086552,10.86148262,9.7,0.0,74.74503,1.62,0.0,1.87796857219402,42208.3625852238,59330.2315254643,42593.1122040563,23.1696191313969,6.38107013702393,0.762759745121002,18.9641251486969,2.05316499865186,51.2899262899,81.5951219512195,0.891358084802809,374.74351490506,0.455184695275022,5.48301366791854,0.0,11427054.0,0.1,0.1,0.2,14.8,4.5,10.28,0.0,0.0,3.162,12.123,6.159,5.941,73.0,1.51,3.6317322032432857
151,Belgium,BEL,2019,100.0,100.0,44.4677641503247,0.50522627433126,847.0,10.2,103.200888047045,117.110457187971,1.44879794120789,5.3,0.123098549898876,10.79477787,9.5,0.0,74.98904,1.6,0.0,2.44289006648609,43006.4042605622,60451.999688567,43609.5477781222,23.0038112825895,6.33397006988525,0.762759745121002,19.2417105698694,1.43681956996429,51.5847665848,81.9951219512195,0.888429380863306,376.761985964452,0.540461327098122,5.48301366791854,0.0,11488980.0,0.1,0.1,0.2,14.1,5.0,10.28,0.0,0.0,2.83,10.788,5.659,5.364,73.0,1.51,4.047356684405404
152,Belgium,BEL,2020,100.0,100.0,44.7500918213419,0.468319000170156,847.0,9.9,118.442409069939,117.978001866073,1.44580173492432,5.3,0.874586400402743,11.19751263,11.0,0.0,74.98904,1.55,51.6,-4.79298389726264,40769.0218401768,57307.0206161273,41346.4072981597,24.3008045914304,6.80185985565186,0.76041966676712,19.0811705163268,0.740791812220344,51.8796068796,80.6951219512195,1.01248470692312,378.38932248967,0.430996815099722,5.48301366791854,0.0,11538604.0,0.1,0.1,0.3,12.7,5.0,9.43,0.0,0.0,3.25,11.62,5.894,5.545,73.0,1.51,2.989963083922457
153,Belgium,BEL,2021,100.0,100.0,44.7848757132551,0.468319000170156,847.0,10.2,108.445297214838,120.856958300438,1.45520210266113,5.3,1.86556031631373,11.04290771,9.7,0.0,74.98904,1.6,51.6,6.20255401586081,43119.894333477,60611.5271350127,43585.4544247567,23.840764613164,6.35551977157593,0.76041966676712,17.9974949765149,2.44024851144084,51.8796068796,81.790243902439,1.03872662668212,379.949990161999,0.411601996532257,5.48301366791854,0.0,11586195.0,0.0,0.1,0.2,13.2,5.0,9.43,0.0,0.0,3.309,13.661,6.984,6.248,73.0,1.51,4.9628027147825495
154,Belgium,BEL,2022,100.0,100.0,44.5661441595068,0.468319000170156,847.0,9.8,92.4825366392405,132.456219048303,1.49497354030609,5.3,-1.18476181705959,11.04290771,10.0,0.0,74.98904,1.53,51.6,4.2334318336917,44583.5767711768,62668.9539715345,43231.1433454964,23.4930358538363,6.35551977157593,0.76041966676712,19.51856076442,9.597511728725,51.8796068796,81.6975609756098,1.18239642570098,383.033055683085,0.808165350001861,5.48301366791854,0.0,11680210.0,0.0,0.1,0.2,12.3,5.0,9.43,0.0,0.0,3.025,13.461,5.711,5.57,73.0,1.51,5.179701392355103
155,Belgium,BEL,2023,100.0,100.0,44.5661441595068,0.468319000170156,847.0,9.8,92.4825366392405,137.819385631235,1.3368444442749,5.3,-0.698394105629197,11.04290771,10.0,0.0,74.98904,1.53,51.6,1.25170063203595,44731.0420983801,62876.2387717275,43231.1433454964,23.7719441521893,6.35551977157593,0.76041966676712,18.5320111362915,4.04901077613941,51.8796068796,81.6975609756098,1.21461599569106,383.033055683085,0.913715890414841,5.48301366791854,0.0,11787423.0,0.0,0.1,0.2,12.3,5.0,9.43,0.0,0.0,2.948,12.656,6.249,5.528,73.0,1.51,4.665990182926327
156,Belize,BLZ,2015,83.4,91.8,7.45287154756686,0.966887331842178,1705.0,21.709,0.0,103.788947954679,-0.209489330649376,34.2,-7.9676955998834,4.65365601,4.7,7.39766834745657,55.36697,2.438,0.0,2.87618379515959,6154.49593498217,12339.4807382581,5886.5838976463,17.1906705273478,5.39020013809204,0.0,14.5436720549007,-0.861584009427748,1.2602944847,73.187,0.892029622473818,15.6217886891714,2.10144194153298,33.8562563835843,0.0,356333.0,0.0,0.0,0.0,0.0,43.0,6.34,4.66788301837338,9.4063731609944,5.347,7.756,9.765,7.578,0.0,0.0,2.8063637103495886
157,Belize,BLZ,2016,83.2,93.3,7.45287154756686,0.92910898448388,1705.0,21.36,0.0,104.477512032706,-0.229907274246216,34.6,-7.29650492928029,4.76508141,4.695,8.69627184630559,55.36968,2.394,0.0,0.0545516535970023,6016.49646985703,12062.7981699713,5713.49496680742,18.1233818409071,5.72171020507812,0.0,15.4606731541827,0.663427167917601,1.2602944847,73.399,0.961415089078378,15.9888206926786,2.32231207163985,33.8562563835843,15.73333,364705.0,0.0,0.0,0.0,0.0,43.0,6.15,4.80775765985612,10.4917684199271,5.396,6.665,9.389,7.0,0.0,0.0,13.709710588009488
158,Belize,BLZ,2017,83.2,94.2,7.54055238930294,1.20277600702421,1705.0,21.129,0.0,105.676551744532,-0.305546790361404,34.6,-6.97326171926515,4.61620188,4.712,8.28677021641383,55.27374,2.36,0.0,-1.81285354051658,5772.92692023491,11574.452447147,5441.85215069474,18.8192207562988,5.94967985153198,0.0,14.0934562944006,1.14765339305816,1.2602944847,73.562,1.00847400642723,16.3613327487944,2.30310203964335,33.8562563835843,15.73333,373202.0,0.0,0.0,0.0,0.0,48.0,5.92,4.878105421924,10.0634347639991,3.899,6.545,9.604,6.596,0.0,0.0,18.756598303331707
159,Belize,BLZ,2018,83.0,91.7,7.54055238930294,0.840585720129786,1705.0,21.015,0.0,105.961860070454,-0.169633418321609,34.7,-6.57557614826683,4.74657917,4.74,7.91900807229792,55.28901,2.345,0.0,1.11057125008675,5729.21045186202,11486.8029426009,5327.23037231121,19.4047748828082,6.12682008743286,0.0,13.6640139539954,0.269982622646335,1.2602944847,73.703,1.00824449263405,16.6692678649715,1.86459847610366,33.8562563835843,15.72933,380226.0,0.0,0.0,0.0,0.0,48.0,5.71,5.32361645422268,10.5260465943405,6.105,11.424,10.584,7.896,0.0,0.0,15.780088684098404
160,Belize,BLZ,2019,83.0,92.7,7.62823323103902,1.05326353706961,1705.0,18.886,0.0,106.160082270615,-0.191255375742912,34.3,-7.73126092549567,4.81374073,4.727,8.44340936769688,55.47444,2.106,0.0,4.26763689618086,5886.9622354935,11803.0879992669,5472.0944580499,18.7581124649332,5.96499013900757,0.0,14.0518360339991,0.187069385181424,1.2602944847,73.931,1.01069424875085,16.9149057430951,1.46284533510266,33.8562563835843,15.72933,385829.0,0.0,0.0,0.0,0.0,48.0,5.71,4.68336724243253,9.36643024652193,7.019,9.937,10.102,9.053,0.0,0.0,11.663197945203704
161,Belize,BLZ,2020,82.9,96.8,7.89127575624726,1.11671952472417,1705.0,17.881,0.0,106.288997389243,-0.193254113197327,34.3,-6.26182966146403,5.30974436,5.244,10.4568993637085,55.47444,1.999,0.0,-13.9029100645218,5003.87784847193,10032.544497569,4859.03541805634,17.3287319186431,5.2163200378418,0.0,16.3301270284162,0.121434644614894,1.2602944847,72.854,1.25112140600777,17.1333625602806,1.28323598131052,33.8562563835843,15.72533,390812.0,0.0,0.0,0.0,0.0,48.0,3.67,4.01242556057086,11.023767997294,8.675,32.846,30.599,10.784,0.0,0.0,7.676325189605232
162,Belize,BLZ,2021,82.8,97.7,7.97895659798334,1.11671952472417,1705.0,17.976,0.0,109.728123082433,-0.330120027065277,34.3,-6.52200388988279,4.98043823,6.353,58.4508338479789,55.47444,2.01,0.0,17.7461701205679,5824.30394264153,11677.4610095172,5639.08222287646,16.6904215983971,5.94879007339478,0.0,17.02505628886,3.23563659237071,1.2602944847,70.47,1.07170444831764,17.3321350284963,1.1534704907648,33.8562563835843,15.72533,395346.0,0.0,0.0,0.0,0.0,48.0,3.67,26.3959335572991,58.9326978854465,8.675,32.846,30.599,10.322,0.0,0.0,17.70600941959701
163,Belize,BLZ,2022,82.5,98.6,7.97895659798334,1.11671952472417,1705.0,17.763,0.0,116.61564017262,-0.23691363632679,34.3,-8.27503903869997,4.98043823,6.253,5.25143337791105,55.47444,1.989,0.0,9.65297772389758,6269.37997445105,12569.8179433088,5976.79795133482,15.8077774264938,4.59650993347168,0.0,15.430147187972,6.27689319447544,1.2602944847,70.962,0.810341415259011,17.6559842174485,1.85124805102003,33.8562563835843,15.72533,402733.0,0.0,0.0,0.0,0.0,48.0,3.67,2.83020989708075,5.56453199969486,8.675,32.846,30.599,8.763,0.0,0.0,8.690621329764385
164,Belize,BLZ,2023,82.5,98.6,7.97895659798334,1.11671952472417,1705.0,17.763,0.0,121.734880395108,-0.226113811135292,34.3,-0.644082652498453,4.98043823,6.253,7.31328088541831,55.47444,1.989,0.0,1.14901682065862,6212.26051785042,12455.2960650024,5981.78976837014,15.7460162707664,4.25564002990723,0.0,14.2670818592367,4.38984017487675,1.2602944847,70.962,0.821928880066849,17.6559842174485,2.05772774277288,33.8562563835843,15.72533,411106.0,0.0,0.0,0.0,0.0,48.0,3.67,3.85906554725544,7.67721470907018,8.675,32.846,30.599,8.267,0.0,0.0,15.811007380091752
165,Benin,BEN,2015,5.3,29.6,36.122942532813,0.206237685230526,1039.0,39.022,0.0,109.736884846516,-0.563740015029907,45.4,-5.96409317114647,2.72813416,9.857,2.74556098128809,48.65854,5.319,0.0,1.77815106030278,1002.41886882564,2952.00218338705,996.63917555591,11.4113801450627,3.17298007011414,0.0,16.3850954444902,0.218785923536154,0.975243811,59.377,0.798485297889781,100.750984391628,2.95391627666724,7.25427232711728,0.0,11360681.0,50.7,78.1,91.8,40.1,12.5,8.1,1.86001689231177,7.43338429146818,0.0,0.0,0.0,1.82,43.0,2.306,2.2885951995307323
166,Benin,BEN,2016,5.2,37.0,34.3804984036893,0.198907498017045,1039.0,38.934,0.0,108.86633100536,-0.529033243656158,3.8,-2.99669454901549,2.79549599,9.761,2.9768345895743,49.72104,5.303,12.0,3.33967342629693,1006.03926635984,2962.66381572265,1002.78833338335,10.2808187596981,2.89910006523132,0.0,15.7020683118185,-0.793310145785534,0.975243811,59.539,0.673596727016815,103.741060659808,2.92460216679542,7.25427232711728,68.71948,11697842.0,50.7,78.1,91.8,40.1,8.5,7.9,1.17048653833083,4.17905728446817,0.0,0.0,0.0,1.784,43.0,2.306,2.521832659391365
167,Benin,BEN,2017,5.2,34.5,36.3017018446258,0.236156087365945,1039.0,38.678,0.0,108.913431866169,-0.576484858989716,3.7,-4.18078963717339,2.66813827,9.592,3.01098797400614,51.57576,5.269,12.0,5.67156195150444,1032.90471197222,3041.77929984989,1030.31770610556,10.4789842865023,3.53558993339539,0.406,15.1075858507501,0.0432648555103608,0.975243811,59.856,0.920613124425981,106.773501241575,2.88117869411855,7.25427232711728,68.71948,12039780.0,50.7,78.1,91.8,40.1,8.5,8.09,0.981362994711603,3.62164756069423,0.0,0.0,0.0,1.659,43.0,2.306,1.6611599215268054
168,Benin,BEN,2018,5.3,39.0,39.5602039730401,0.232573637085262,1039.0,38.186,0.0,109.914532239727,-0.391633450984955,3.6,-4.54919534814523,2.88632059,9.428,5.84078333568605,51.71272,5.199,12.0,6.69725362180888,1071.50452160085,3155.4510650627,1067.37646132243,10.4105053943384,2.93161988258362,0.396950334310532,14.6419567509163,0.919170717886054,0.975243811,60.14,0.6328575401476,109.820388435615,2.8136418840483,7.25427232711728,68.3262,12383347.0,20.1,53.2,83.6,38.5,8.5,8.35,2.18917626709399,7.86519807374758,0.0,0.0,0.0,1.41,43.0,2.306,3.916550186310696
169,Benin,BEN,2019,5.4,40.0,41.071385242994,0.219806950881939,1039.0,37.675,0.0,110.720040198148,-0.329359769821167,3.5,-3.99948140523511,2.50914454,9.248,5.69804511914253,52.40404,5.13,12.0,6.86568662848335,1114.17304529722,3281.10470051465,1108.63824271269,10.3420632400446,2.96520113945007,0.396950334310532,16.3125612015902,0.732849371240975,0.975243811,60.454,0.473313905552082,112.865865555161,2.73538842831436,7.25427232711728,68.3262,12726755.0,20.1,53.2,83.6,38.5,8.5,8.35,1.79013942806022,6.9120590000428,10.755,1.139,2.985,1.214,43.0,2.306,2.6322499333097875
170,Benin,BEN,2020,5.7,41.0,39.3140173820504,0.214062859558709,1039.0,37.114,0.0,114.066798322144,-0.0399823486804962,3.5,-1.75041319714608,2.46970391,9.364,6.34403260782827,52.40404,5.048,12.0,3.84879240030133,1126.6540412547,3317.8597222557,1117.897221126,11.3993621464496,3.09441518783569,0.400290727615356,16.2905490528658,3.02272119663769,0.975243811,60.088,0.458762015150415,115.911395885066,2.66259875153288,7.25427232711728,67.93293,13070169.0,20.1,53.2,83.6,38.5,8.5,8.83,1.68093953875499,7.02054569204495,10.755,1.139,2.985,1.502,43.0,2.306,1.7214773580968998
171,Benin,BEN,2021,5.8,42.0,41.002345689961,0.214062859558709,1039.0,36.608,0.0,116.04419147224,-0.170538559556007,3.5,-4.15294312049827,2.58129549,9.434,16.6806331279435,52.40404,4.973,12.0,7.1554516457574,1176.37727640735,3464.2886286745,1163.7104794281,10.075964534303,3.20348429679871,0.400290727615356,16.4674003775761,1.73353962694036,0.975243811,59.821,0.550883648806243,118.955454061724,2.59230167510348,7.25427232711728,67.93293,13413417.0,12.7,43.4,81.4,38.5,8.5,8.83,4.40528574770637,17.2985921462958,10.755,1.139,2.985,1.779,43.0,2.306,2.609327660505895
172,Benin,BEN,2022,6.0,56.5,43.0623652004257,0.214062859558709,1039.0,36.071,0.0,117.611691618775,-0.0898572877049446,3.5,-6.00907083608035,2.58129549,9.323,10.2682374856711,52.40404,4.895,12.0,6.25324491401346,1218.50010515449,3588.33525858047,1205.91717518657,10.0578392538627,3.37785911560059,0.400290727615356,17.0177168089335,1.35077863583527,0.975243811,59.954,0.632087491743063,122.024663001064,2.54740926342667,7.25427232711728,67.93293,13759501.0,12.7,43.4,81.4,38.5,8.5,8.83,2.98610915981055,11.2178613332037,10.297,1.647,4.622,1.685,43.0,2.306,4.651331469069991
173,Benin,BEN,2023,6.0,56.5,43.0623652004257,0.214062859558709,1039.0,36.071,0.0,120.823695911462,-0.0495794489979744,3.5,-6.00907083608035,2.58129549,9.323,18.5360206517459,52.40404,4.895,12.0,6.35282160914288,1263.62565116943,3721.2245272339,1250.54744681364,9.50419732307074,3.37785911560059,0.400290727615356,17.301919273728,2.73102465280233,0.975243811,59.954,0.711202269909553,122.024663001064,2.52274772277722,7.25427232711728,67.93293,14111034.0,12.7,43.4,81.4,38.5,8.5,8.83,4.86828684948633,21.1553620109464,10.297,1.647,4.622,1.657,43.0,2.306,4.854357235621429
174,Bermuda,BMU,2019,0.0,100.0,5.55555555555556,0.0,0.0,8.2,0.0,0.0,1.17618942260742,0.0,11.2979726598327,0.0,8.4,0.0,0.0,1.3,0.0,0.306266735233933,106708.987911684,94755.4328108431,107929.998075671,12.2567291689258,1.92679822444916,0.0,6.37065036340846,0.0,0.0,81.033,0.0,1187.16666666667,0.431459657274573,7.22995540717487,0.0,64107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Bermuda,BMU,2020,0.0,100.0,5.55555555555556,0.0,0.0,8.4,0.0,0.0,1.26545393466949,0.0,12.3977262345857,0.0,8.8,0.0,0.0,1.4,0.0,-6.84286964270544,98982.425748059,87894.4011744071,101695.593311439,12.7251821400066,1.89008772373199,0.0,5.63417624162806,0.0,0.0,81.136,0.0,1192.25925925926,0.428052860400885,7.22995540717487,0.0,64382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Bermuda,BMU,2022,0.0,100.0,5.55555555555556,0.0,0.0,7.5,0.0,0.0,1.27027237415314,0.0,13.2058418881567,0.0,9.1,0.0,0.0,1.3,0.0,6.43113399633694,110427.556780609,98057.4470976206,116031.608242522,11.8919440264283,1.92221343517303,0.0,5.35747408654595,0.0,0.0,81.571,0.0,1199.05555555556,0.156108751379667,7.22995540717487,0.0,64749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Bhutan,BTN,2015,78.1,95.4,13.7891229635071,0.0,2200.0,17.152,81.0505609762618,148.660722526853,0.98943018913269,4.0,-25.0627177300499,3.75701189,6.759,17.8972932622027,64.86482,1.957,32.2,6.66080134005369,2954.04081973327,12400.2983217758,2761.26181668124,19.1338713325621,5.78269910812378,0.0,38.4680946288235,4.54814395082205,1.4138075314,70.343,0.0,19.4301230422121,1.01496572424441,0.0,0.0,740618.0,0.0,0.0,0.0,0.0,15.0,0.32,6.62313890579509,18.1043400042224,13.74,1.39,7.07,2.45,68.0,1.564,55.35917301496858
178,Bhutan,BTN,2016,80.0,99.3,13.6063338926174,0.0,2200.0,16.076,92.2912012893941,153.447429647958,1.08987593650818,3.8,-26.4131091663954,3.57613945,6.837,12.3490452391074,64.99022,1.835,32.2,8.47594335542423,3173.36773176318,13320.9758970472,2926.45893160601,18.1053243748123,5.89159393310547,0.0,38.4489964379149,3.21988689395718,1.4138075314,70.602,0.0,19.6063863255034,0.973884473914115,0.0,0.0,747866.0,0.0,0.0,0.0,0.0,15.0,0.18,5.39073730176137,17.5595801863358,13.74,1.39,7.07,2.705,68.0,1.564,14.039948332990134
179,Bhutan,BTN,2017,81.9,97.7,13.4490352348993,0.0,2200.0,14.912,95.7786849724125,161.05087817625,1.52572512626648,3.9,-20.8546965569122,3.3407371,6.94,10.9913458481451,65.7664,1.704,32.2,2.08684525771005,3211.80903329561,13482.3425253264,2948.82595315084,18.1851042523882,6.22741651535034,0.0,39.0388793568182,4.95508366985129,1.4138075314,70.847,0.0,19.7759804949664,0.86127488782821,0.0,0.0,754335.0,0.9,9.4,39.5,0.0,12.0,0.2,3.74132510579453,11.92263516548,13.74,1.39,7.07,3.016,68.0,1.564,7.2911902536671365
180,Bhutan,BTN,2018,83.3,100.0,13.4504457262716,0.0,2200.0,13.789,95.8478212264571,165.437845896943,1.59020102024078,3.5,-18.5091514022686,3.2427721,6.766,11.1218291970159,65.96848,1.569,32.2,3.50187183723874,3300.55006453134,13854.8543922424,3023.505945404,18.4949254663129,5.74371290206909,0.0,35.2652134465773,2.7239638618372,1.4138075314,71.129,0.0,19.920267435763,0.716471130925301,0.0,0.0,759759.0,0.9,9.4,39.5,0.0,12.0,0.2,3.96721241381198,11.4177745462651,11.517,7.061,10.898,3.35,68.0,1.564,1.3162068498036876
181,Bhutan,BTN,2019,84.7,100.0,13.4504457262716,0.0,2200.0,12.871,90.357352573338,169.948393577383,1.57229900360107,3.7,-18.3062679873896,3.60361075,6.626,7.4747366832261,65.97305,1.46,32.2,5.75514850618227,3467.3859894972,14555.1883979698,3184.34845343028,19.1177473903155,4.50982761383057,0.0,33.0939030359069,2.7264303738882,1.4138075314,71.391,0.0,20.0530676455165,0.66444642692507,0.0,0.0,764824.0,0.9,9.4,39.5,0.0,12.0,0.2,2.7158509821158,8.35212645374377,10.278,3.309,9.082,2.72,68.0,1.564,0.6537451753606058
182,Bhutan,BTN,2020,86.0,100.0,13.2900943890928,0.0,2200.0,12.65,111.007884088239,179.515409348127,1.61837184429169,3.7,-15.5091108675254,4.36274862,6.545,7.38626441540641,65.97305,1.433,32.2,-10.2183974073689,3092.12428419388,12979.9369446336,2915.05360006866,22.3153543541158,5.54341268539429,0.475297033786774,31.7909765444329,5.62936522632514,1.4138075314,71.609,0.0,20.1889355007866,0.675256502719854,0.0,0.0,770006.0,0.9,9.4,39.5,0.0,12.0,0.18,3.08291866234037,8.74330362481244,15.075,6.231,15.287,5.03,68.0,1.564,0.0
183,Bhutan,BTN,2021,86.8,100.0,12.8969428421605,0.0,2200.0,12.482,111.007884088239,192.704073301911,1.50700259208679,3.7,-11.5313120563647,3.84550023,6.477,17.0309853669856,65.97305,1.413,32.2,4.42136740220592,3206.20367057183,13458.8126642925,3028.46265680381,22.6722251466473,6.59838628768921,0.475297033786774,31.6232724117457,7.3468144053353,1.4138075314,71.815,0.0,20.3314630309386,0.703488233671584,0.0,0.0,775442.0,0.9,9.4,39.5,0.0,12.0,0.18,5.05084210612603,17.3241911789711,11.473,5.102,14.305,4.803,68.0,1.564,1.2895871000023214
184,Bhutan,BTN,2022,88.0,100.0,12.798329837441,0.0,2200.0,12.332,111.007884088239,203.570977260005,1.51478183269501,3.7,-27.8005472550438,3.84550023,6.356,15.894259899943,65.97305,1.398,32.2,5.21386781145085,3349.73309611324,14061.3120213689,3187.18510639683,21.017331333596,7.46982002258301,0.475297033786774,31.8248447349295,5.63916671396365,1.4138075314,72.229,0.0,20.4749344520189,0.703183917780367,0.0,0.0,780914.0,0.0,0.5,8.4,12.4,12.0,0.18,4.80762922431957,16.1948695115357,12.004,5.161,17.649,5.947,68.0,1.564,0.0
185,Bhutan,BTN,2023,88.0,100.0,12.798329837441,0.0,2200.0,12.332,111.007884088239,212.180694578194,1.53142273426056,3.7,-33.1214091777912,3.84550023,6.356,16.0337546185125,65.97305,1.398,32.2,5.21386781145085,3349.73309611324,14061.3120213689,3187.18510639683,21.017331333596,5.84518575668335,0.475297033786774,31.8248447349295,4.22934419929261,1.4138075314,72.229,0.0,20.4749344520189,0.698146584889649,0.0,0.0,786385.0,0.0,0.5,8.4,12.4,12.0,0.18,4.80762922431957,16.298782280732,9.331,2.205,7.894,3.126,68.0,1.564,3.1791043827133016
